,Actual_Temperature,Predicted_Temperature
10797,-4.972223,6.6582465
10798,-5.9944453,-1.2067962
10799,-4.972223,-2.8980684
10800,-4.972223,-2.3727157
10801,-5.5277786,-2.2175796
10802,-5.9944453,-2.8153126
10803,-5.9944453,-3.45087
10804,-6.000001,-3.7550035
10805,-5.9722223,-3.8599067
10806,-5.9722223,-3.5389037
10807,-5.91111,-3.3562431
10808,-4.9500003,-3.2783625
10809,-4.9055567,-2.2574499
10810,-4.9999995,-2.1906805
10811,-4.9277773,-2.787179
10812,-4.9277773,-2.4938204
10813,-4.972223,-2.3065498
10814,-4.9500003,-2.3510137
10815,-4.9999995,-2.061327
10816,-5.066666,-2.2290883
10817,-6.038889,-2.42867
10818,-5.5333343,-3.1572576
10819,-6.077777,-2.517721
10820,-6.088888,-2.9043562
10821,-6.088888,-3.3957107
10822,-7.188889,-3.1217399
10823,-7.2444444,-4.4166946
10824,-7.2444444,-4.714189
10825,-7.2444444,-4.6727824
10826,-7.2444444,-4.437464
10827,-7.2222223,-4.606962
10828,-7.2222223,-4.6627126
10829,-7.2222223,-4.649719
10830,-7.2,-4.6132503
10831,-7.122222,-4.5652966
10832,-7.177778,-4.5070796
10833,-6.088888,-4.3675785
10834,-6.038889,-3.3815382
10835,-6.0444446,-3.1529841
10836,-6.0444446,-3.1956267
10837,-5.5,-3.2650251
10838,-4.9777784,-3.0312264
10839,-4.9777784,-2.1449363
10840,-4.994444,-2.0847123
10841,-4.955556,-2.1047127
10842,-4.933333,-1.9871051
10843,-4.844444,-1.9545141
10844,-4.422223,-1.9462359
10845,5.4222226,-1.6639942
10846,6.7444444,3.614075
10847,5.377777,6.737533
10848,4.8166656,6.6685247
10849,4.966667,5.728703
10850,4.8833337,5.5908136
10851,4.9277773,5.8149633
10852,6.000001,5.63018
10853,6.016668,6.4018445
10854,6.088888,6.7286105
10855,6.1777773,6.8283315
10856,6.0611115,6.760979
10857,7.1277776,6.1806674
10858,7.2555566,7.7384872
10859,7.1277776,8.006335
10860,7.1277776,7.711108
10861,7.2222223,7.606078
10862,7.1277776,8.018519
10863,7.1277776,7.9588733
10864,7.2055554,8.018595
10865,7.1277776,7.8864913
10866,6.6000004,8.360634
10867,7.1833324,7.36367
10868,7.155556,7.795915
10869,7.155556,8.190773
10870,11.305556,7.859283
10871,6.5777774,14.088465
10872,6.555555,6.988247
10873,6.022222,7.203708
10874,4.933333,7.0993166
10875,3.9333336,6.102005
10876,5.083333,5.5916877
10877,7.066667,6.578602
10878,7.688889,8.808432
10879,8.83889,9.445244
10880,9.9833355,10.536667
10881,10.9777775,11.783278
10882,10.88889,12.617459
10883,10.994445,11.915254
10884,9.950002,11.886217
10885,10.01111,10.357819
10886,10.944444,10.697355
10887,10.972222,12.324627
10888,11.016667,12.2358055
10889,11.03889,12.067057
10890,11.577777,12.0727625
10891,11.127777,12.485337
10892,11.577777,11.725988
10893,11.577777,12.556884
10894,6.5111113,12.327136
10895,12.083333,7.2984676
10896,12.1055565,13.57434
10897,11.033335,13.374858
10898,8.938889,11.435702
10899,8.888889,8.946382
10900,8.938889,9.507077
10901,8.866667,10.104306
10902,8.866667,9.997449
10903,8.916666,9.828196
10904,8.961112,10.104089
10905,9.072222,10.035875
10906,9.977777,10.188182
10907,11.105555,11.295986
10908,10.016666,12.827167
10909,8.811111,11.090411
10910,7.2444453,9.451811
10911,7.2,8.160063
10912,7.288889,8.240649
10913,7.1277776,8.559931
10914,7.155556,8.545812
10915,6.6555552,8.691631
10916,5.9722223,7.669812
10917,5.4222226,6.9779177
10918,3.1833344,6.3752985
10919,4.838888,4.7835174
10920,4.3777776,5.712847
10921,4.5111103,5.515352
10922,3.794445,5.656227
10923,3.794445,4.988509
10924,3.0499997,4.9332833
10925,3.7722223,4.425435
10926,3.8666673,5.2491703
10927,5.0777774,5.190582
10928,7.177777,6.051588
10929,7.7333345,8.70582
10930,7.316667,9.194138
10931,7.2,8.08434
10932,7.2,7.956796
10933,6.144445,8.136856
10934,4.9999995,6.978924
10935,3.9388893,5.564711
10936,3.9555564,4.9229393
10937,3.8666673,4.9613395
10938,3.3333342,5.0786934
10939,3.3111115,4.337184
10940,3.283333,4.4197264
10941,3.2888887,4.5173798
10942,-0.29999968,4.329053
10943,2.7777767,0.98041296
10944,3.2888887,3.38551
10945,3.2611103,4.543122
10946,2.7777767,4.404316
10947,2.2666664,4.03919
10948,2.3333328,3.430132
10949,2.2,3.5229874
10950,2.7777767,3.8046625
10951,4.866667,3.9428556
10952,5.0722218,5.7901835
10953,6.1611104,6.398636
10954,6.1888885,7.4962687
10955,6.1611104,7.0625167
10956,5.0944443,6.8743424
10957,4.933333,5.567796
10958,3.8611116,5.5021067
10959,2.3333328,4.8009
10960,0.59999937,2.9865878
10961,0.2277776,1.6151758
10962,-0.3277781,1.5049875
10963,-0.2277776,0.6424838
10964,-0.9055547,0.7363694
10965,-0.9722229,-0.029636458
10966,-0.5055564,0.07893489
10967,-1.7333335,0.8268866
10968,-1.155555,-0.332471
10969,-1.4888889,0.035648372
10970,-2.7777767,0.0821009
10971,-2.75,-0.6809744
10972,-2.4666674,-0.7515077
10973,-2.23889,-0.5718843
10974,0.02777843,-0.68843776
10975,2.2611108,1.7713053
10976,3.9833329,3.6655385
10977,6.111111,5.3781266
10978,6.0833325,8.25196
10979,6.205556,7.8598514
10980,5.138888,7.4999056
10981,3.0944452,6.65729
10982,1.2055563,4.435654
10983,1.0888886,2.4819899
10984,1.1333342,2.650969
10985,0.99444383,2.9438403
10986,0.48333362,3.0404835
10987,0.4611109,2.5812047
10988,-0.049999334,2.3722005
10989,0.6500005,1.3623811
10990,-0.8499997,2.2336009
10991,-1.9444441,0.5774896
10992,-2.9944448,-0.26310405
10993,-2.3833342,-1.1389432
10994,-2.5277781,-0.803457
10995,-4.0333323,-0.99407774
10996,-2.9277785,-1.5810176
10997,-2.366667,-1.2914891
10998,-1.0944444,-1.2420343
10999,2.3277771,-0.47651595
11000,6.016668,2.465352
11001,7.7333345,7.3341713
11002,8.688889,9.863245
11003,8.794445,10.392514
11004,8.861111,10.067341
11005,8.961112,10.114152
11006,7.2222223,10.313292
11007,7.1055565,8.335648
11008,6.1333337,8.167669
11009,6.0611115,7.2842255
11010,5.5555553,7.326989
11011,6.494444,7.093783
11012,6.016668,7.997789
11013,-2.0666673,7.6983852
11014,0.11111188,-0.3852445
11015,-0.1277771,1.4460015
11016,-0.74444354,1.1844722
11017,-1.1111114,-0.08303359
11018,-0.049999334,0.46124887
11019,0.022222744,0.97653323
11020,0.14444415,2.007685
11021,0.07222208,1.582585
11022,0.11666756,1.9016488
11023,1.3611118,2.1723118
11024,2.4333334,3.5774055
11025,2.8666658,4.4530406
11026,3.0222232,4.4348464
11027,3.0666668,4.513027
11028,2.4888885,5.05207
11029,2.3833342,4.2051373
11030,0.17777827,3.8750486
11031,2.1500008,2.1206937
11032,1.9444441,3.7110233
11033,1.4277781,4.111756
11034,0.6944442,3.038195
11035,-0.36666608,2.3743236
11036,-1.4944445,0.7459998
11037,-2.4277778,-0.10648704
11038,-2.916667,-0.6240378
11039,-0.3611104,-1.3835884
11040,-0.7944447,1.0039105
11041,-0.7277783,0.44281024
11042,-0.23888898,0.33069208
11043,-0.18888964,1.2154535
11044,-0.19444533,0.9872877
11045,-1.138888,1.1208872
11046,0.94444454,-0.13347627
11047,1.9166675,2.981961
11048,2.0999997,3.9079025
11049,3.744444,3.261241
11050,4.4722223,5.0095286
11051,3.9333336,5.5335755
11052,3.8888881,4.9798923
11053,2.805555,4.742685
11054,2.1722217,3.5236828
11055,2.1222224,2.7140076
11056,0.18333395,3.1163278
11057,-1.2388885,1.4291836
11058,-1.7666658,0.06488011
11059,-1.927777,-0.7591256
11060,-2.877777,-0.582131
11061,-2.9444437,-1.4183022
11062,-4.1000004,-1.7064583
11063,-3.5444448,-2.2557814
11064,-3.4777784,-1.9072725
11065,-2.5222225,-1.5505699
11066,-3.8500001,-0.69801855
11067,-3.8277774,-1.0957762
11068,-4.3555546,-1.3303789
11069,-2.2499995,-1.6623863
11070,-0.14444415,-0.5137096
11071,0.9722229,1.4084566
11072,2.2166672,2.8292458
11073,2.7999995,4.3581247
11074,3.705556,4.110144
11075,3.838889,4.750919
11076,3.9111109,4.8501854
11077,3.833333,4.5094824
11078,2.0999997,4.6760774
11079,-0.07222208,3.5052717
11080,-1.9833338,0.6821996
11081,-2.8944442,-0.52841014
11082,-2.9388878,-1.3109854
11083,-4.2611117,-1.4996176
11084,-4.072222,-2.6484487
11085,-3.5388892,-2.7243686
11086,-4.7277784,-2.1214056
11087,-4.7,-2.4849129
11088,-5.25,-2.672169
11089,-5.0388894,-3.4544904
11090,-6.294445,-3.5644379
11091,-6.2888894,-4.6159396
11092,-6.055556,-4.2377357
11093,-3.0000005,-3.6168785
11094,-0.20555486,-1.1195369
11095,2.0944438,0.87858576
11096,3.838889,3.6524146
11097,4.9500003,6.799582
11098,5.8666663,7.867098
11099,6.111111,8.780824
11100,6.111111,9.020819
11101,5.0500007,8.903763
11102,2.2499995,8.034096
11103,0.0,5.5884237
11104,-0.7277783,2.9406943
11105,-1.1,1.4088999
11106,-2.7000008,1.333394
11107,-2.5833333,-0.35121316
11108,-3.3722222,-0.81977826
11109,-3.9777772,-1.3307505
11110,0.3222224,-1.8114
11111,-5.4777775,1.4104507
11112,-5.3666673,-2.3804698
11113,-3.794445,-2.9361155
11114,-2.7055564,-2.2849212
11115,-2.1500008,-1.532306
11116,-1.3055549,-0.7987899
11117,-1.1333342,-0.4357902
11118,-0.04444365,-0.16737331
11119,-0.07222208,0.68210024
11120,1.1166672,0.5127144
11121,2.2,2.6881242
11122,3.5277777,3.6458066
11123,3.8666673,4.9606133
11124,3.8611116,4.959079
11125,3.8611116,4.7454643
11126,2.7777767,4.843169
11127,2.7111104,3.6961057
11128,2.2722223,3.7755742
11129,2.2,3.2116206
11130,1.6666671,3.3878553
11131,0.71666694,2.7728188
11132,1.1833335,1.6407155
11133,1.1611108,2.2296293
11134,-5.377777,2.4689744
11135,1.1111114,-2.7586482
11136,1.0611103,1.5152968
11137,1.044445,2.9025314
11138,1.0111109,2.2688723
11139,-0.10000051,2.4153621
11140,-0.9555559,1.1338161
11141,-0.049999334,0.08628605
11142,1.0333337,1.127015
11143,2.277778,2.7309837
11144,3.361111,3.3406744
11145,0.0,3.9070582
11146,0.36666608,1.5856626
11147,1.0611103,2.1210284
11148,1.0611103,3.4460263
11149,1.1111114,3.2232912
11150,0.0,3.0002728
11151,0.0,0.89871496
11152,-1.0722216,0.939575
11153,-2.1722217,0.28055847
11154,-2.1722217,-0.5746603
11155,-2.7277775,-0.80097723
11156,-4.4166675,-1.9073093
11157,-6.011112,-3.4639113
11158,-6.827778,-4.4037514
11159,-4.9999995,-5.7698483
11160,-5.5277786,-4.6101265
11161,-5.561111,-4.57113
11162,-6.1611104,-3.86987
11163,-6.1611104,-3.6936996
11164,-5.1444435,-3.5096133
11165,-3.8888881,-2.5750751
11166,-2.2222228,-1.5818179
11167,-2.1888888,-0.37111062
11168,-1.1111114,-0.0060910187
11169,-1.2888896,0.82922107
11170,-3.4111102,0.37474388
11171,-3.761111,-2.1736033
11172,-2.2499995,-2.5630624
11173,-2.7277775,0.6705621
11174,-3.838889,-1.0365916
11175,-3.9388893,-4.0636477
11176,-4.9444447,-3.4992266
11177,-5.0500007,-3.526538
11178,-5.633333,-3.2820473
11179,-6.2499995,-5.328293
11180,-6.8166666,-6.8397107
11181,-7.4000006,-7.5584884
11182,-5.4055552,-8.350855
11183,-9.5222225,-5.7103343
11184,-10.0,-8.632352
11185,-10.411111,-9.496453
11186,-11.111111,-9.590923
11187,-11.111111,-9.365696
11188,-11.027778,-9.178515
11189,-8.838889,-9.105589
11190,-6.0611115,-7.4404836
11191,-4.0055556,-4.8697796
11192,-2.75,-2.2369676
11193,-2.2499995,-1.5087569
11194,-1.2277771,-1.7356809
11195,-1.1111114,-0.30341405
11196,-1.1111114,0.41080248
11197,-1.0722216,-1.9261066
11198,-2.2222228,-1.7308813
11199,-3.838889,-1.7666014
11200,-5.666667,-2.8979726
11201,-6.011112,-4.523007
11202,-6.011112,-4.5368614
11203,-5.3500004,-5.060792
11204,-5.4611106,-4.5326304
11205,-4.9277773,-5.136647
11206,0.6666676,-4.1691394
11207,-4.4,0.7150922
11208,-4.3277783,-2.8115983
11209,-4.294444,-3.5717614
11210,-3.7722223,-3.370447
11211,-3.794445,-2.7818055
11212,-2.8611119,-2.0656207
11213,-2.2888892,-1.2916785
11214,-0.9722229,-0.89842796
11215,2.0444446,0.3623043
11216,3.838889,3.2712357
11217,4.9500003,4.518868
11218,4.9888883,4.887359
11219,2.955555,4.256325
11220,3.0000005,1.4730699
11221,2.9388878,2.397996
11222,2.422222,3.738916
11223,1.3611118,3.1934414
11224,1.3833326,1.8667656
11225,1.3333334,1.8709857
11226,0.6833328,2.7821035
11227,0.9833343,1.4803401
11228,1.6277773,1.4536378
11229,1.7722214,2.6402128
11230,-0.8499997,2.359211
11231,2.3555555,-1.0413084
11232,2.3333328,2.7318687
11233,2.916667,3.502628
11234,2.7944438,3.0374994
11235,2.8222222,3.403759
11236,4.5222216,3.7001934
11237,4.972223,5.518126
11238,7.15,6.119884
11239,8.650001,8.367733
11240,8.861111,9.895302
11241,8.955556,9.4156475
11242,9.072222,9.413731
11243,10.155555,9.47191
11244,10.08889,10.789407
11245,9.199999,10.793822
11246,7.377778,9.610026
11247,6.2000003,7.4629784
11248,2.8333335,6.389083
11249,2.2944448,3.3285494
11250,1.7166665,2.8512864
11251,0.6611119,2.2044814
11252,-0.61666644,1.2555721
11253,4.4,0.5570274
11254,4.4555554,4.666927
11255,4.844444,6.290471
11256,4.9055567,6.5678344
11257,5.4055552,6.4631577
11258,4.9277773,6.694134
11259,6.038889,6.5559373
11260,5.9722223,7.833922
11261,5.0500007,7.554868
11262,7.2444453,6.2308965
11263,7.872223,9.088907
11264,8.072222,9.401898
11265,10.138887,9.361816
11266,11.049998,11.814354
11267,11.083332,12.38454
11268,11.016667,12.106881
11269,9.1,12.063564
11270,7.677778,9.260081
11271,7.4999995,8.171209
11272,6.2111115,8.48177
11273,4.9277773,7.3102045
11274,4.9277773,5.9223337
11275,4.5388885,5.7856326
11276,4.422223,5.4697566
11277,-1.5444438,5.622247
11278,-1.138888,0.4071913
11279,-2.2888892,0.42390618
11280,-2.8944442,-0.5637476
11281,-3.1500003,-1.5154494
11282,-2.988889,-1.2368631
11283,-3.0333328,-0.7366508
11284,-3.8777769,-1.1549443
11285,-0.17777827,-1.6278692
11286,2.7777767,0.3646112
11287,6.93889,4.347648
11288,7.8444443,9.480999
11289,11.016667,9.848038
11290,11.150001,13.085502
11291,12.244445,12.959189
11292,12.705556,13.541646
11293,11.116666,14.447267
11294,8.955556,12.014943
11295,5.061112,9.519889
11296,3.1500003,5.7265396
11297,2.7111104,3.6026046
11298,2.5944445,3.786224
11299,1.6833323,4.3368897
11300,0.41666725,3.1820688
11301,-0.09444482,2.216772
11302,-0.05555502,1.2610358
11303,-0.9111104,0.25916907
11304,-0.4499995,0.92228067
11305,0.75555485,1.2976077
11306,1.1722221,2.2298021
11307,-0.005555686,2.4835534
11308,1.0277779,0.8606401
11309,3.705556,2.3131301
11310,7.061111,5.199962
11311,10.505555,9.370025
11312,10.994445,12.835132
11313,12.216666,12.535883
11314,12.716667,13.355144
11315,13.833334,13.611139
11316,13.811111,14.59567
11317,12.861111,14.513214
11318,10.01111,12.637111
11319,7.188888,9.429794
11320,6.0833325,7.439985
11321,3.794445,6.5480714
11322,3.7499998,4.963284
11323,0.46666658,4.7260766
11324,0.19444533,2.1831343
11325,0.6555562,2.0669801
11326,1.7722214,2.565634
11327,-0.7777776,3.5297112
11328,0.23888898,0.9819546
11329,0.0,1.7598463
11330,1.3500004,1.2283823
11331,1.3722214,2.7817817
11332,1.5444438,2.9943361
11333,3.0611112,2.421981
11334,6.2277784,4.0732193
11335,9.538888,8.058979
11336,13.794444,11.727571
11337,14.905556,16.553125
11338,14.9388895,16.821682
11339,15.044444,15.5729885
11340,16.083332,15.191309
11341,14.933334,17.065235
11342,12.844444,15.863128
11343,10.138887,13.114233
11344,8.266665,9.933099
11345,7.433333,8.239882
11346,6.78889,8.167077
11347,7.2333336,6.919261
11348,5.5666666,7.5664687
11349,4.499999,6.2136116
11350,3.8277774,5.1775975
11351,5.027778,4.2531443
11352,4.477778,5.9034038
11353,5.705555,5.831616
11354,3.0166676,6.8659945
11355,4.9888883,4.6529827
11356,5.299999,5.864188
11357,7.338888,6.23354
11358,7.411112,8.701065
11359,8.883332,8.666351
11360,14.822221,9.54266
11361,14.994447,17.046606
11362,15.222222,17.267645
11363,15.088889,15.652725
11364,15.038888,15.241112
11365,14.255555,15.156217
11366,12.838888,14.878771
11367,10.177777,13.023473
11368,9.13889,10.015845
11369,7.472223,9.222744
11370,6.427778,8.092614
11371,6.183333,6.3756943
11372,5.299999,5.7124925
11373,4.6111107,5.578409
11374,5.177778,5.035567
11375,3.3666666,6.430147
11376,2.8333335,3.9771776
11377,3.0222232,3.530092
11378,2.7000008,3.876261
11379,2.2333343,4.110972
11380,1.522223,4.081781
11381,5.91111,2.7304265
11382,8.83889,7.124339
11383,12.072222,11.000873
11384,13.861109,14.354049
11385,14.994447,16.078268
11386,16.083332,16.323322
11387,17.194447,16.685429
11388,17.266666,17.819715
11389,16.161112,17.881182
11390,14.000001,16.270672
11391,11.249999,14.243969
11392,10.27778,11.262295
11393,8.933333,10.898887
11394,8.83889,9.844061
11395,8.177778,9.309567
11396,7.15,8.577973
11397,6.016668,7.4412045
11398,5.316666,6.401403
11399,3.794445,6.317124
11400,3.794445,4.752617
11401,3.2777774,4.5497055
11402,2.2,4.650238
11403,2.1722217,3.9427028
11404,2.1166666,4.0105686
11405,4.861111,3.8389478
11406,7.8222218,6.788776
11407,12.800002,10.049493
11408,16.961111,14.981249
11409,17.677776,19.32194
11410,17.82778,19.292631
11411,18.861109,18.6544
11412,18.861109,19.286497
11413,18.027777,19.227526
11414,14.111111,18.184868
11415,10.366667,14.172894
11416,9.516665,10.726437
11417,7.9944444,10.156971
11418,8.922222,8.738468
11419,7.8388886,10.386498
11420,6.1722217,9.168614
11421,6.5611105,7.367016
11422,6.716666,7.722786
11423,4.938889,7.646791
11424,4.194445,5.592795
11425,3.8777769,5.445827
11426,2.6166673,4.797191
11427,1.0166667,3.5869236
11428,2.1777773,2.0847545
11429,5.91111,3.1082664
11430,7.9166665,7.4851165
11431,12.505554,10.26831
11432,16.133333,14.795502
11433,18.772224,18.262537
11434,19.666668,20.68288
11435,19.95,20.811323
11436,19.95,20.694668
11437,17.850002,20.506231
11438,15.111109,18.034002
11439,13.833334,15.074205
11440,9.366666,14.279507
11441,9.133334,9.356143
11442,8.0,9.951804
11443,8.1,8.516178
11444,6.6388884,8.469488
11445,5.9944453,7.2015414
11446,5.638889,6.401447
11447,5.7999997,6.4371634
11448,6.772223,6.305961
11449,7.0222216,7.5778894
11450,6.333333,8.10226
11451,7.355555,8.390668
11452,7.744444,9.446248
11453,12.522222,8.913343
11454,13.655556,14.207552
11455,13.861109,15.780209
11456,15.022222,15.092646
11457,16.105555,15.996222
11458,17.11111,17.107395
11459,17.266666,17.841593
11460,17.21667,17.776215
11461,16.26111,17.546213
11462,14.005557,16.221422
11463,12.849999,13.706167
11464,12.355555,12.869651
11465,12.1055565,12.84823
11466,12.055555,12.82352
11467,11.088888,11.746096
11468,8.83889,11.50924
11469,6.7777786,8.929945
11470,2.877777,6.5036607
11471,5.638889,2.8489482
11472,6.1555567,5.9118366
11473,5.305555,8.0955305
11474,2.9777777,5.431875
11475,4.0444436,3.1796975
11476,4.3444433,4.835174
11477,7.177777,5.7769456
11478,8.861111,8.706592
11479,10.872223,10.081311
11480,12.172224,12.584942
11481,12.755557,13.824861
11482,12.805554,13.247651
11483,13.794444,12.778813
11484,12.800002,13.838386
11485,12.294442,12.8609495
11486,9.027778,12.147169
11487,6.272222,8.861389
11488,7.2722216,6.0441318
11489,5.0500007,7.750653
11490,3.944445,5.4145436
11491,2.5833333,3.6463916
11492,2.550001,2.929206
11493,2.038889,3.4657085
11494,7.6944447,3.3767276
11495,-0.48333362,8.424745
11496,-1.155555,1.3799146
11497,-0.3611104,-1.1208118
11498,0.022222744,-0.7298773
11499,1.1055558,1.5827781
11500,2.7277775,3.0522203
11501,5.905556,4.766085
11502,8.749999,8.125985
11503,11.944445,11.196226
11504,12.77778,14.31942
11505,14.950001,14.744522
11506,15.883334,15.980172
11507,16.06111,16.666752
11508,16.06111,16.947458
11509,15.016665,16.887781
11510,13.955555,15.621106
11511,12.844444,14.421026
11512,12.322221,13.129701
11513,11.06111,12.890412
11514,10.027778,11.835362
11515,9.755556,9.949471
11516,10.138887,9.745258
11517,4.422223,10.862613
11518,3.044444,5.4368477
11519,3.838889,3.9499123
11520,3.3111115,5.270935
11521,3.3777778,4.8142223
11522,2.7777767,4.3241963
11523,2.2444437,3.8700244
11524,1.4055554,3.5295732
11525,1.155555,2.3818715
11526,2.7999995,2.0965466
11527,4.8222213,3.737459
11528,6.022222,6.3205476
11529,6.111111,8.179853
11530,7.094445,7.85656
11531,7.2444453,8.652999
11532,7.8222218,8.721137
11533,7.3499994,9.286977
11534,4.9277773,8.4983635
11535,3.838889,6.0831027
11536,3.9111109,5.3843684
11537,2.7000008,5.308625
11538,2.1444452,4.4679413
11539,0.92777747,3.7884333
11540,2.1500008,3.0332885
11541,3.122222,4.04281
11542,4.4333344,5.254461
11543,2.127778,5.9668193
11544,2.1500008,3.9859324
11545,1.7722214,3.7265775
11546,2.1555545,3.4198484
11547,2.1555545,4.147441
11548,3.1055548,4.0409813
11549,4.7944446,4.4486637
11550,5.95,5.774775
11551,7.688889,7.36206
11552,9.905556,8.905727
11553,11.016667,11.212287
11554,10.283336,12.886958
11555,11.205557,11.690852
11556,11.177779,12.447551
11557,10.233335,12.600318
11558,8.927777,11.118175
11559,8.83889,9.729187
11560,8.727777,9.82246
11561,7.7333345,9.875986
11562,7.777778,9.124029
11563,7.1444445,8.740478
11564,7.1277776,7.82841
11565,6.6000004,8.217112
11566,0.08333345,7.7373743
11567,4.4666667,2.268622
11568,3.8666673,5.467409
11569,3.838889,5.2256503
11570,4.8222213,5.312869
11571,3.7499998,6.567078
11572,3.838889,5.7451973
11573,3.8222218,5.368864
11574,6.0444446,4.980724
11575,7.688889,7.5364203
11576,8.816668,9.404411
11577,10.861112,10.428383
11578,10.966666,12.51313
11579,12.038888,12.518053
11580,12.083333,13.684982
11581,11.016667,13.174852
11582,8.816668,12.111244
11583,7.655555,9.4835005
11584,7.572223,8.431353
11585,5.9666667,8.493433
11586,4.349999,6.848809
11587,4.0833335,4.868293
11588,1.6222216,4.952548
11589,1.4777775,2.8810592
11590,5.599999,2.5560865
11591,-0.57777846,5.692906
11592,-1.083333,0.6302742
11593,-1.155555,-0.40272653
11594,-1.083333,-0.60571694
11595,-2.1055553,-0.28827202
11596,-0.96666723,-1.2569317
11597,-1.0611103,-0.6021039
11598,1.044445,-0.59753424
11599,2.5277781,1.7069937
11600,3.9166665,2.9139185
11601,5.2555556,4.560497
11602,6.972222,5.822094
11603,8.122221,7.7686315
11604,9.13889,9.252505
11605,8.311111,10.995324
11606,7.88889,9.506842
11607,7.288889,8.468245
11608,6.399999,7.987498
11609,6.183333,7.3015766
11610,6.1611104,6.6586957
11611,7.15,7.1522136
11612,7.266668,8.073039
11613,7.2444453,7.9628854
11614,3.4999993,7.7884
11615,5.65,5.7303605
11616,5.599999,5.9048038
11617,5.783333,6.416773
11618,6.038889,7.013181
11619,3.027777,7.6396456
11620,2.8999999,4.07961
11621,6.0833325,3.5518787
11622,7.2,7.5573187
11623,7.6722217,8.612548
11624,7.7333345,8.277089
11625,7.6611104,8.8631735
11626,7.155556,8.610592
11627,6.038889,7.708343
11628,5.9944453,6.292458
11629,5.061112,6.396629
11630,4.972223,5.656012
11631,4.994444,5.8787584
11632,4.9611115,6.0429764
11633,4.972223,6.1668406
11634,4.9500003,6.3655577
11635,4.4333344,5.3770413
11636,3.722223,4.4899693
11637,3.2611103,4.0281887
11638,3.0722225,3.5281732
11639,2.1500008,3.7596817
11640,2.1500008,3.476428
11641,2.127778,3.127003
11642,1.0388893,2.7138643
11643,0.016667057,2.1238854
11644,1.0666659,1.0437663
11645,1.0388893,2.1776853
11646,1.2777783,2.2600806
11647,4.916666,2.2816944
11648,5.138888,6.4487605
11649,6.205556,6.749577
11650,6.311112,7.4417806
11651,7.288889,7.369106
11652,7.3111115,8.573056
11653,6.3000007,9.045959
11654,6.0833325,7.5595703
11655,5.944444,6.9840307
11656,5.894445,7.166132
11657,5.9000006,7.52534
11658,4.8833337,7.43922
11659,4.8944454,5.2168074
11660,4.3055553,5.5430717
11661,3.722223,5.544473
11662,-1.083333,4.947951
11663,2.5833333,0.7776323
11664,2.6111116,3.5130699
11665,2.1444452,3.9908166
11666,2.0555558,3.7367268
11667,0.98888814,3.9475393
11668,1.1333342,3.0440688
11669,1.1111114,3.1335447
11670,2.316666,3.2299838
11671,2.9833333,3.947333
11672,4.049999,4.680535
11673,6.2277784,5.549589
11674,7.250001,8.174069
11675,7.3333325,10.407812
11676,7.3333325,9.383841
11677,5.483333,8.817557
11678,3.9500008,6.715216
11679,2.2888892,5.2339454
11680,0.5555557,3.7945628
11681,-0.899999,1.9369107
11682,-0.43333247,-0.17784633
11683,0.74999917,-0.17803581
11684,-0.51111203,1.523623
11685,-5.577778,0.08646266
11686,-5.544444,-1.969406
11687,-5.577778,-2.9611695
11688,-5.577778,-3.1698222
11689,-5.5833335,-3.0986671
11690,-6.1611104,-3.2883515
11691,-6.1611104,-4.0171213
11692,-6.038889,-3.9536064
11693,-6.1611104,-3.7585042
11694,-6.111111,-4.043822
11695,-4.1611114,-4.0895295
11696,-5.0500007,-2.1561763
11697,-4.9777784,-2.4456515
11698,-4.8,-3.359411
11699,-4.9777784,-2.4128933
11700,-4.9999995,-2.1152408
11701,-4.955556,-2.2858887
11702,-6.1333337,-2.7645314
11703,-5.138888,-3.454209
11704,-6.105555,-2.5326405
11705,-6.222223,-2.955805
11706,-6.6388884,-3.2758422
11707,-6.0833325,-4.0721965
11708,-6.644444,-3.9520078
11709,-2.2222228,-3.568235
11710,-2.2111115,-1.7140137
11711,-2.733333,-1.0252429
11712,-2.2222228,-1.1071672
11713,-2.1444452,-1.2861818
11714,-1.2277771,-0.9450019
11715,-1.2722226,-0.16776332
11716,-2.1166666,-0.05226576
11717,-2.8277779,-0.7911002
11718,-1.2499999,-1.2990628
11719,-0.17222258,-0.22956204
11720,-0.1611112,0.45299444
11721,-0.1611112,0.6175255
11722,0.05555502,0.24194092
11723,0.8777781,1.1922483
11724,0.8777781,1.9198722
11725,0.005555686,2.5717454
11726,-2.2222228,1.8841189
11727,-2.2444437,-1.1834034
11728,-1.0333337,-1.2582304
11729,-2.2666664,-0.4557557
11730,-1.7833328,-1.1507959
11731,-2.1722217,-0.90300685
11732,-2.3333328,-1.0920068
11733,-2.3333328,-1.3170029
11734,1.3999997,-1.3610363
11735,-2.3555555,3.010477
11736,-2.3555555,-0.6618404
11737,-3.594444,-1.0088242
11738,-4.9055567,-1.5142316
11739,-3.8833325,-2.0986714
11740,-4.6777773,-1.3884339
11741,-3.9111109,-2.139066
11742,-1.322222,-1.8915639
11743,-0.21111055,-0.45398968
11744,1.8777777,0.37739295
11745,2.4999998,3.2843301
11746,2.5777776,3.8578424
11747,2.5666661,3.8954942
11748,2.588889,4.0259004
11749,2.6666667,4.031165
11750,2.6166673,4.0869684
11751,2.6388881,4.035812
11752,2.6833336,4.0932455
11753,2.6611109,4.167695
